取引No,取引日,借方勘定科目,借方補助科目,借方部門,借方取引先,借方税区分,借方インボイス,借方金額(円),借方税額,貸方勘定科目,貸方補助科目,貸方部門,貸方取引先,貸方税区分,貸方インボイス,貸方金額(円),貸方税額,摘要,仕訳メモ,タグ,MF仕訳タイプ,決算整理仕訳
125,2025/05/15,仕入高,,,,課税仕入 10%,,10500,954,未払金,VISA,,,対象外,,10500,0,ﾒﾙｶﾘ 商品仕入,,,簡単入力,No
127,2025/05/15,仕入高,,,,課税仕入 10%,,124000,11272,未払金,ｱﾒﾘｶﾝEX,,,対象外,,124000,0,ヤマダデンキ ﾃﾗｵﾃﾝ,,,簡単入力,No
137,2025/05/15,荷造運賃,,,,課税仕入 10%,,3800,345,未払金,ｱﾒﾘｶﾝEX,,,対象外,,3800,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
157,2025/05/15,支払手数料,,,,課税仕入 10%,,400,36,普通預金,三井住友BK,,,対象外,,400,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
160,2025/05/15,支払手数料,,,,課税仕入 10%,,300,27,普通預金,三井住友BK,,,対象外,,300,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
170,2025/05/15,消耗品費,,,,課税仕入 10%,,400,36,未払金,VISA,,,対象外,,400,0,ｾﾌﾞﾝ-ｲﾚﾌﾞﾝ ﾃｽﾄﾃﾝ,,,簡単入力,No
185,2025/05/15,会議費,,,,課税仕入 10%,,700,63,現金,,,,対象外,,700,0,ドトール ﾃｽﾄ駅前店,,,簡単入力,No
129,2025/05/16,仕入高,,,,課税仕入 10%,,401300,36481,普通預金,三井住友BK,,,対象外,,401300,0,ﾌﾘｺﾐ ﾔﾏﾀﾞﾃﾞﾝｷ,,,振替伝票,No
150,2025/05/16,旅費交通費,,,,課税仕入 10%,,800,72,現金,,,,対象外,,800,0,JR西日本 交通費,,,簡単入力,No
155,2025/05/16,旅費交通費,,,,課税仕入 10%,,2000,181,現金,,,,対象外,,2000,0,国際交通 ﾀｸｼｰ,,,簡単入力,No
162,2025/05/16,支払手数料,,,,課税仕入 10%,,400,36,普通預金,三井住友BK,,,対象外,,400,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
171,2025/05/16,消耗品費,,,,課税仕入 10%,,1900,172,未払金,VISA,,,対象外,,1900,0,ｾﾌﾞﾝ-ｲﾚﾌﾞﾝ ﾃｽﾄﾃﾝ,,,簡単入力,No
176,2025/05/16,荷造運賃,,,,課税仕入 10%,,1300,118,現金,,,,対象外,,1300,0,ローソン 宅配便,,,簡単入力,No
191,2025/05/16,現金,,,,対象外,,63800,0,普通預金,三井住友BK,,,対象外,,178300,0,ATM 引出し,,,振替伝票,No
138,2025/05/17,荷造運賃,,,,課税仕入 10%,,12300,1118,未払金,ｱﾒﾘｶﾝEX,,,対象外,,12300,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
181,2025/05/17,通信費,,,,課税仕入 10%,,400,36,現金,,,,対象外,,400,0,日本郵便 ﾃｽﾄ郵便局 切手,,,簡単入力,No
183,2025/05/17,荷造運賃,,,,課税仕入 10%,,1100,100,現金,,,,対象外,,1100,0,日本郵便 ゆうパック,,,簡単入力,No
130,2025/05/19,仕入高,,,,課税仕入 10%,,48900,4445,未払金,VISA,,,対象外,,48900,0,ﾋﾞﾂｸｶﾒﾗ ﾅﾝﾊﾞﾃﾝ,,,簡単入力,No
142,2025/05/19,荷造運賃,,,,課税仕入 10%,,3400,309,現金,,,,対象外,,3400,0,佐川急便 着払い,,,簡単入力,No
151,2025/05/19,旅費交通費,,,,課税仕入 10%,,1300,118,現金,,,,対象外,,1300,0,JR西日本 交通費,,,簡単入力,No
168,2025/05/19,車両費,,,,課税仕入 10%,,7600,690,未払金,ｱﾒﾘｶﾝEX,,,対象外,,7600,0,ENEOS ﾃｽﾄSS,,,簡単入力,No
123,2025/05/20,仕入高,,,,課税仕入 10%,,60000,5454,未払金,VISA,,,対象外,,60000,0,ﾒﾙｶﾘ 商品仕入,,,簡単入力,No
167,2025/05/20,車両費,,,,課税仕入 10%,,6200,563,未払金,ｱﾒﾘｶﾝEX,,,対象外,,6200,0,ENEOS ﾃｽﾄSS,,,簡単入力,No
133,2025/05/21,水道光熱費,,,,課税仕入 10%,,6200,563,普通預金,三井住友BK,,,対象外,,6200,0,ｵｵｻｶｶﾞｽ,,,振替伝票,No
139,2025/05/21,荷造運賃,,,,課税仕入 10%,,5400,490,未払金,ｱﾒﾘｶﾝEX,,,対象外,,5400,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
187,2025/05/21,消耗品費,,,,課税仕入 10%,,14300,1300,役員借入金,,,,対象外,,14300,0,役員立替 ﾃｽﾄﾀﾛｳ,,,簡単入力,No
153,2025/05/22,旅費交通費,,,,課税仕入 10%,,1700,154,現金,,,,対象外,,1700,0,JR西日本 交通費,,,簡単入力,No
180,2025/05/22,旅費交通費,,,,課税仕入 10%,,1300,118,現金,,,,対象外,,1300,0,タイムズ ﾃｽﾄ駅前,,,簡単入力,No
132,2025/05/24,水道光熱費,,,,課税仕入 10%,,17500,1590,普通預金,三井住友BK,,,対象外,,17500,0,ｶﾝｻｲﾃﾞﾝﾘﾖｸ,,,振替伝票,No
140,2025/05/24,荷造運賃,,,,課税仕入 10%,,6300,572,現金,,,,対象外,,6300,0,佐川急便 着払い,,,簡単入力,No
103,2025/05/25,給料手当,,,,対象外,,280000,0,普通預金,三井住友BK,,,対象外,,205000,0,給料 ﾔﾏﾀﾞﾊﾅｺ,,,振替伝票,No
103,2025/05/25,,,,,,,,0,預り金,源泉所得税,,,対象外,,45000,0,給料 ﾔﾏﾀﾞﾊﾅｺ,,,振替伝票,No
103,2025/05/25,,,,,,,,0,預り金,住民税,,,対象外,,30000,0,給料 ﾔﾏﾀﾞﾊﾅｺ,,,振替伝票,No
104,2025/05/25,給料手当,,,,対象外,,250000,0,普通預金,三井住友BK,,,対象外,,175000,0,給料 ｻﾄｳｲﾁﾛｳ,,,振替伝票,No
104,2025/05/25,,,,,,,,0,預り金,源泉所得税,,,対象外,,45000,0,給料 ｻﾄｳｲﾁﾛｳ,,,振替伝票,No
104,2025/05/25,,,,,,,,0,預り金,住民税,,,対象外,,30000,0,給料 ｻﾄｳｲﾁﾛｳ,,,振替伝票,No
110,2025/05/25,役員報酬,,,,対象外,,500000,0,普通預金,三井住友BK,,,対象外,,500000,0,役員報酬 ﾃｽﾄﾀﾛｳ,,,振替伝票,No
118,2025/05/25,仕入高,,,,課税仕入 10%,,32200,2927,未払金,ｱﾒﾘｶﾝEX,,,対象外,,32200,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
141,2025/05/25,荷造運賃,,,,課税仕入 10%,,2700,245,現金,,,,対象外,,2700,0,佐川急便 着払い,,,簡単入力,No
146,2025/05/25,会議費,,,,課税仕入 10%,,1700,154,現金,,,,対象外,,1700,0,STARBUCKS #12345,,,簡単入力,No
166,2025/05/25,新聞図書費,,,,課税仕入 10%,,2000,181,未払金,ｱﾒﾘｶﾝEX,,,対象外,,2000,0,AMAZON.CO.JP 書籍,,,簡単入力,No
175,2025/05/25,会議費,,,,課税仕入 10%,,300,27,現金,,,,対象外,,300,0,ファミリーマート ﾃｽﾄ駅前店,,,簡単入力,No
119,2025/05/26,仕入高,,,,課税仕入 10%,,58800,5345,未払金,ｱﾒﾘｶﾝEX,,,対象外,,58800,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
131,2025/05/26,地代家賃,,,,非課税仕入,,150000,0,普通預金,三井住友BK,,,対象外,,150000,0,ﾌﾘｺﾐ ﾃｽﾄﾌﾄﾞｳｻﾝ 家賃,,,振替伝票,No
156,2025/05/26,支払手数料,,,,課税仕入 10%,,400,36,普通預金,三井住友BK,,,対象外,,400,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
115,2025/05/27,仕入高,,,,課税仕入 10%,,141600,12872,未払金,ｱﾒﾘｶﾝEX,,,対象外,,141600,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
163,2025/05/27,支払手数料,,,,課税仕入 10%,,300,27,普通預金,三井住友BK,,,対象外,,300,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
165,2025/05/27,新聞図書費,,,,課税仕入 10%,,1700,154,未払金,ｱﾒﾘｶﾝEX,,,対象外,,1700,0,AMAZON.CO.JP 書籍,,,簡単入力,No
189,2025/05/27,未払金,ｱﾒﾘｶﾝEX,,,対象外,,433200,0,普通預金,三井住友BK,,,対象外,,295900,0,ｱﾒﾘｶﾝEX ｶｰﾄﾞ引落し,,,振替伝票,No
190,2025/05/27,未払金,VISA,,,対象外,,167000,0,普通預金,三井住友BK,,,対象外,,217100,0,VISAﾋｷｵﾄｼ,,,振替伝票,No
106,2025/05/28,普通預金,三井住友BK,,,対象外,,634100,0,売掛金,,,,対象外,,634100,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
106,2025/05/28,支払手数料,,,,課税仕入 10%,,32200,2927,,,,,,,0,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
106,2025/05/28,販売促進費,,,,課税仕入 10%,,10700,972,,,,,,,0,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
108,2025/05/28,普通預金,三井住友BK,,,対象外,,815100,0,売掛金,,,,対象外,,815100,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
108,2025/05/28,支払手数料,,,,課税仕入 10%,,20800,1890,,,,,,,0,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
108,2025/05/28,広告宣伝費,,,,課税仕入 10%,,23300,2118,,,,,,,0,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
109,2025/05/28,未払費用,,,,対象外,,180000,0,普通預金,三井住友BK,,,対象外,,360000,0,ｹﾝﾎﾟｷﾖｳｶｲ 社保,,,振替伝票,No
109,2025/05/28,預り金,社会保険,,,対象外,,180000,0,,,,,,,0,0,ｹﾝﾎﾟｷﾖｳｶｲ 社保,,,振替伝票,No
113,2025/05/28,売掛金,,,,対象外,,674600,0,売上高,,,,課税売上 10%,,401300,36481,ﾗｸﾃﾝ(ｶ 売上,,,振替伝票,No
114,2025/05/28,売掛金,,,,対象外,,797000,0,売上高,,,,課税売上 10%,,448000,40727,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 売上,,,振替伝票,No
135,2025/05/28,通信費,,,,課税仕入 10%,,3300,300,未払金,VISA,,,対象外,,3300,0,ｻｸﾗｲﾝﾀ-ﾈﾂﾄ,,,簡単入力,No
148,2025/05/28,消耗品費,,,,課税仕入 10%,,4400,400,現金,,,,対象外,,4400,0,コクヨ 事務用品,,,簡単入力,No
172,2025/05/28,消耗品費,,,,課税仕入 10%,,1500,136,未払金,VISA,,,対象外,,1500,0,ｾﾌﾞﾝ-ｲﾚﾌﾞﾝ ﾃｽﾄﾃﾝ,,,簡単入力,No
174,2025/05/28,会議費,,,,課税仕入 10%,,700,63,現金,,,,対象外,,700,0,ファミリーマート ﾃｽﾄ駅前店,,,簡単入力,No
186,2025/05/28,会議費,,,,課税仕入 10%,,600,54,現金,,,,対象外,,600,0,ドトール ﾃｽﾄ駅前店,,,簡単入力,No
214,2025/06/02,仕入高,,,,課税仕入 10%,,101300,9209,未払金,ｱﾒﾘｶﾝEX,,,対象外,,101300,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
217,2025/06/02,仕入高,,,,課税仕入 10%,,47300,4300,未払金,VISA,,,対象外,,47300,0,ﾒﾙｶﾘ 商品仕入,,,簡単入力,No
237,2025/06/02,荷造運賃,,,,課税仕入 10%,,2000,181,現金,,,,対象外,,2000,0,佐川急便 着払い,,,簡単入力,No
241,2025/06/02,会議費,,,,課税仕入 10%,,1300,118,現金,,,,対象外,,1300,0,STARBUCKS #12345,,,簡単入力,No
283,2025/06/02,現金,,,,対象外,,98500,0,普通預金,三井住友BK,,,対象外,,72600,0,ATM 引出し,,,振替伝票,No
284,2025/06/02,現金,,,,対象外,,95200,0,普通預金,三井住友BK,,,対象外,,69100,0,ATM 引出し,,,振替伝票,No
223,2025/06/03,地代家賃,,,,非課税仕入,,150000,0,普通預金,三井住友BK,,,対象外,,150000,0,ﾌﾘｺﾐ ﾃｽﾄﾌﾄﾞｳｻﾝ 家賃,,,振替伝票,No
224,2025/06/03,水道光熱費,,,,課税仕入 10%,,24200,2200,普通預金,三井住友BK,,,対象外,,24200,0,ｶﾝｻｲﾃﾞﾝﾘﾖｸ,,,振替伝票,No
233,2025/06/03,荷造運賃,,,,課税仕入 10%,,14400,1309,未払金,ｱﾒﾘｶﾝEX,,,対象外,,14400,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
279,2025/06/05,会議費,,,,課税仕入 10%,,800,72,現金,,,,対象外,,800,0,ドトール ﾃｽﾄ駅前店,,,簡単入力,No
260,2025/06/06,車両費,,,,課税仕入 10%,,6300,572,未払金,VISA,,,対象外,,6300,0,ｲﾃﾞﾐﾂ ﾃｽﾄSS,,,簡単入力,No
272,2025/06/06,旅費交通費,,,,課税仕入 10%,,1500,136,現金,,,,対象外,,1500,0,タイムズ ﾃｽﾄ駅前,,,簡単入力,No
221,2025/06/07,仕入高,,,,課税仕入 10%,,117900,10718,未払金,ｱﾒﾘｶﾝEX,,,対象外,,117900,0,ヤマダデンキ ﾃﾗｵﾃﾝ,,,簡単入力,No
227,2025/06/07,通信費,,,,課税仕入 10%,,3300,300,未払金,VISA,,,対象外,,3300,0,ｻｸﾗｲﾝﾀ-ﾈﾂﾄ,,,簡単入力,No
235,2025/06/07,荷造運賃,,,,課税仕入 10%,,5800,527,未払金,ｱﾒﾘｶﾝEX,,,対象外,,5800,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
256,2025/06/07,支払手数料,,,,課税仕入 10%,,400,36,普通預金,三井住友BK,,,対象外,,400,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
268,2025/06/07,会議費,,,,課税仕入 10%,,1000,90,現金,,,,対象外,,1000,0,ファミリーマート ﾃｽﾄ駅前店,,,簡単入力,No
236,2025/06/08,荷造運賃,,,,課税仕入 10%,,3100,281,現金,,,,対象外,,3100,0,佐川急便 着払い,,,簡単入力,No
265,2025/06/08,会議費,,,,課税仕入 10%,,400,36,現金,,,,対象外,,400,0,ファミリーマート ﾃｽﾄ駅前店,,,簡単入力,No
216,2025/06/09,仕入高,,,,課税仕入 10%,,40900,3718,未払金,VISA,,,対象外,,40900,0,ﾒﾙｶﾘ 商品仕入,,,簡単入力,No
219,2025/06/09,仕入高,,,,課税仕入 10%,,149100,13554,未払金,ｱﾒﾘｶﾝEX,,,対象外,,149100,0,ヤマダデンキ ﾃﾗｵﾃﾝ,,,簡単入力,No
230,2025/06/09,荷造運賃,,,,課税仕入 10%,,14100,1281,未払金,ｱﾒﾘｶﾝEX,,,対象外,,14100,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
258,2025/06/09,車両費,,,,課税仕入 10%,,7300,663,未払金,ｱﾒﾘｶﾝEX,,,対象外,,7300,0,ENEOS ﾃｽﾄSS,,,簡単入力,No
263,2025/06/09,消耗品費,,,,課税仕入 10%,,1900,172,未払金,VISA,,,対象外,,1900,0,ｾﾌﾞﾝ-ｲﾚﾌﾞﾝ ﾃｽﾄﾃﾝ,,,簡単入力,No
246,2025/06/10,旅費交通費,,,,課税仕入 10%,,900,81,現金,,,,対象外,,900,0,JR西日本 交通費,,,簡単入力,No
270,2025/06/10,荷造運賃,,,,課税仕入 10%,,1100,100,現金,,,,対象外,,1100,0,ローソン 宅配便,,,簡単入力,No
275,2025/06/10,通信費,,,,課税仕入 10%,,400,36,現金,,,,対象外,,400,0,日本郵便 ﾃｽﾄ郵便局 切手,,,簡単入力,No
285,2025/06/10,預り金,源泉所得税,,,対象外,,45000,0,普通預金,日本信金,,,対象外,,45000,0,ｾﾞｲﾑｼﾖ ｹﾞﾝｾﾝ 納付,,,振替伝票,No
286,2025/06/10,預り金,住民税,,,対象外,,30000,0,普通預金,日本信金,,,対象外,,30000,0,ｼﾞﾕｳﾐﾝｾﾞｲ 納付,,,振替伝票,No
278,2025/06/11,荷造運賃,,,,課税仕入 10%,,1200,109,現金,,,,対象外,,1200,0,日本郵便 ゆうパック,,,簡単入力,No
266,2025/06/12,会議費,,,,課税仕入 10%,,300,27,現金,,,,対象外,,300,0,ファミリーマート ﾃｽﾄ駅前店,,,簡単入力,No
208,2025/06/13,仕入高,,,,課税仕入 10%,,44900,4081,未払金,ｱﾒﾘｶﾝEX,,,対象外,,44900,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
212,2025/06/13,仕入高,,,,課税仕入 10%,,26100,2372,未払金,ｱﾒﾘｶﾝEX,,,対象外,,26100,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
218,2025/06/13,仕入高,,,,課税仕入 10%,,52100,4736,未払金,VISA,,,対象外,,52100,0,ﾒﾙｶﾘ 商品仕入,,,簡単入力,No
225,2025/06/13,水道光熱費,,,,課税仕入 10%,,9200,836,普通預金,三井住友BK,,,対象外,,9200,0,ｵｵｻｶｶﾞｽ,,,振替伝票,No
249,2025/06/13,旅費交通費,,,,課税仕入 10%,,3800,345,現金,,,,対象外,,3800,0,国際交通 ﾀｸｼｰ,,,簡単入力,No
277,2025/06/13,荷造運賃,,,,課税仕入 10%,,900,81,現金,,,,対象外,,900,0,日本郵便 ゆうパック,,,簡単入力,No
262,2025/06/14,消耗品費,,,,課税仕入 10%,,800,72,未払金,VISA,,,対象外,,800,0,ｾﾌﾞﾝ-ｲﾚﾌﾞﾝ ﾃｽﾄﾃﾝ,,,簡単入力,No
198,2025/06/15,普通預金,三井住友BK,,,対象外,,277500,0,売掛金,,,,対象外,,277500,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
198,2025/06/15,支払手数料,,,,課税仕入 10%,,27000,2454,,,,,,,0,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
198,2025/06/15,販売促進費,,,,課税仕入 10%,,7100,645,,,,,,,0,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
200,2025/06/15,普通預金,三井住友BK,,,対象外,,494800,0,売掛金,,,,対象外,,494800,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
200,2025/06/15,支払手数料,,,,課税仕入 10%,,41200,3745,,,,,,,0,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
200,2025/06/15,広告宣伝費,,,,課税仕入 10%,,14800,1345,,,,,,,0,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
204,2025/06/15,売掛金,,,,対象外,,726900,0,売上高,,,,課税売上 10%,,665400,60490,ﾗｸﾃﾝ(ｶ 売上,,,振替伝票,No
205,2025/06/15,売掛金,,,,対象外,,935700,0,売上高,,,,課税売上 10%,,1064900,96809,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 売上,,,振替伝票,No
252,2025/06/15,支払手数料,,,,課税仕入 10%,,400,36,普通預金,三井住友BK,,,対象外,,400,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
254,2025/06/15,支払手数料,,,,課税仕入 10%,,200,18,普通預金,三井住友BK,,,対象外,,200,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
271,2025/06/15,荷造運賃,,,,課税仕入 10%,,400,36,現金,,,,対象外,,400,0,ダイソー ﾃｽﾄ店 梱包資材,,,簡単入力,No
273,2025/06/15,旅費交通費,,,,課税仕入 10%,,2000,181,現金,,,,対象外,,2000,0,タイムズ ﾃｽﾄ駅前,,,簡単入力,No
238,2025/06/16,広告宣伝費,,,,課税仕入 10%,,37400,3400,未払金,VISA,,,対象外,,37400,0,ﾗｸﾃﾝ ｺｳｺｸ,,,簡単入力,No
239,2025/06/16,広告宣伝費,,,,課税仕入 10%,,41900,3809,未払金,ｱﾒﾘｶﾝEX,,,対象外,,41900,0,GOOGLE ADS,,,簡単入力,No
244,2025/06/16,消耗品費,,,,課税仕入 10%,,8400,763,未払金,VISA,,,対象外,,8400,0,ｱｽｸﾙ,,,簡単入力,No
245,2025/06/16,旅費交通費,,,,課税仕入 10%,,2400,218,現金,,,,対象外,,2400,0,JR西日本 交通費,,,簡単入力,No
280,2025/06/16,消耗品費,,,,課税仕入 10%,,6200,563,役員借入金,,,,対象外,,6200,0,役員立替 ﾃｽﾄﾀﾛｳ,,,簡単入力,No
211,2025/06/17,仕入高,,,,課税仕入 10%,,137700,12518,未払金,ｱﾒﾘｶﾝEX,,,対象外,,137700,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
253,2025/06/17,支払手数料,,,,課税仕入 10%,,300,27,普通預金,三井住友BK,,,対象外,,300,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
269,2025/06/17,荷造運賃,,,,課税仕入 10%,,1000,90,現金,,,,対象外,,1000,0,ローソン 宅配便,,,簡単入力,No
210,2025/06/18,仕入高,,,,課税仕入 10%,,11200,1018,未払金,ｱﾒﾘｶﾝEX,,,対象外,,11200,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
264,2025/06/19,消耗品費,,,,課税仕入 10%,,1000,90,未払金,VISA,,,対象外,,1000,0,ｾﾌﾞﾝ-ｲﾚﾌﾞﾝ ﾃｽﾄﾃﾝ,,,簡単入力,No
276,2025/06/19,通信費,,,,課税仕入 10%,,100,9,現金,,,,対象外,,100,0,日本郵便 ﾃｽﾄ郵便局 切手,,,簡単入力,No
243,2025/06/20,消耗品費,,,,課税仕入 10%,,1300,118,現金,,,,対象外,,1300,0,コクヨ 事務用品,,,簡単入力,No
267,2025/06/20,会議費,,,,課税仕入 10%,,300,27,現金,,,,対象外,,300,0,ファミリーマート ﾃｽﾄ駅前店,,,簡単入力,No
213,2025/06/21,仕入高,,,,課税仕入 10%,,43800,3981,未払金,ｱﾒﾘｶﾝEX,,,対象外,,43800,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
220,2025/06/21,仕入高,,,,課税仕入 10%,,89100,8100,未払金,ｱﾒﾘｶﾝEX,,,対象外,,89100,0,ヤマダデンキ ﾃﾗｵﾃﾝ,,,簡単入力,No
259,2025/06/21,車両費,,,,課税仕入 10%,,7600,690,未払金,ｱﾒﾘｶﾝEX,,,対象外,,7600,0,ENEOS ﾃｽﾄSS,,,簡単入力,No
209,2025/06/22,仕入高,,,,課税仕入 10%,,67100,6100,未払金,ｱﾒﾘｶﾝEX,,,対象外,,67100,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
229,2025/06/22,荷造運賃,,,,課税仕入 10%,,4900,445,未払金,ｱﾒﾘｶﾝEX,,,対象外,,4900,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
215,2025/06/23,仕入高,,,,課税仕入 10%,,42200,3836,未払金,VISA,,,対象外,,42200,0,ﾒﾙｶﾘ 商品仕入,,,簡単入力,No
232,2025/06/23,荷造運賃,,,,課税仕入 10%,,9900,900,未払金,ｱﾒﾘｶﾝEX,,,対象外,,9900,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
247,2025/06/23,旅費交通費,,,,課税仕入 10%,,800,72,現金,,,,対象外,,800,0,JR西日本 交通費,,,簡単入力,No
274,2025/06/23,通信費,,,,課税仕入 10%,,200,18,現金,,,,対象外,,200,0,日本郵便 ﾃｽﾄ郵便局 切手,,,簡単入力,No
231,2025/06/24,荷造運賃,,,,課税仕入 10%,,7100,645,未払金,ｱﾒﾘｶﾝEX,,,対象外,,7100,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
234,2025/06/24,荷造運賃,,,,課税仕入 10%,,9900,900,未払金,ｱﾒﾘｶﾝEX,,,対象外,,9900,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
251,2025/06/24,支払手数料,,,,課税仕入 10%,,200,18,普通預金,三井住友BK,,,対象外,,200,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
255,2025/06/24,支払手数料,,,,課税仕入 10%,,300,27,普通預金,三井住友BK,,,対象外,,300,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
257,2025/06/24,新聞図書費,,,,課税仕入 10%,,4300,390,未払金,ｱﾒﾘｶﾝEX,,,対象外,,4300,0,AMAZON.CO.JP 書籍,,,簡単入力,No
261,2025/06/24,車両費,,,,課税仕入 10%,,3500,318,未払金,VISA,,,対象外,,3500,0,ｲﾃﾞﾐﾂ ﾃｽﾄSS,,,簡単入力,No
196,2025/06/25,給料手当,,,,対象外,,280000,0,普通預金,三井住友BK,,,対象外,,205000,0,給料 ﾔﾏﾀﾞﾊﾅｺ,,,振替伝票,No
196,2025/06/25,,,,,,,,0,預り金,源泉所得税,,,対象外,,45000,0,給料 ﾔﾏﾀﾞﾊﾅｺ,,,振替伝票,No
196,2025/06/25,,,,,,,,0,預り金,住民税,,,対象外,,30000,0,給料 ﾔﾏﾀﾞﾊﾅｺ,,,振替伝票,No
197,2025/06/25,給料手当,,,,対象外,,250000,0,普通預金,三井住友BK,,,対象外,,175000,0,給料 ｻﾄｳｲﾁﾛｳ,,,振替伝票,No
197,2025/06/25,,,,,,,,0,預り金,源泉所得税,,,対象外,,45000,0,給料 ｻﾄｳｲﾁﾛｳ,,,振替伝票,No
197,2025/06/25,,,,,,,,0,預り金,住民税,,,対象外,,30000,0,給料 ｻﾄｳｲﾁﾛｳ,,,振替伝票,No
203,2025/06/25,役員報酬,,,,対象外,,500000,0,普通預金,三井住友BK,,,対象外,,500000,0,役員報酬 ﾃｽﾄﾀﾛｳ,,,振替伝票,No
226,2025/06/25,通信費,,,,課税仕入 10%,,16800,1527,未払金,VISA,,,対象外,,16800,0,NTTﾄﾞｺﾓ,,,簡単入力,No
222,2025/06/26,仕入高,,,,課税仕入 10%,,386600,35145,普通預金,三井住友BK,,,対象外,,386600,0,ﾌﾘｺﾐ ﾔﾏﾀﾞﾃﾞﾝｷ,,,振替伝票,No
248,2025/06/26,旅費交通費,,,,課税仕入 10%,,2600,236,現金,,,,対象外,,2600,0,JR西日本 交通費,,,簡単入力,No
228,2025/06/27,荷造運賃,,,,課税仕入 10%,,8400,763,未払金,ｱﾒﾘｶﾝEX,,,対象外,,8400,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
240,2025/06/27,会議費,,,,課税仕入 10%,,2400,218,現金,,,,対象外,,2400,0,STARBUCKS #12345,,,簡単入力,No
242,2025/06/27,消耗品費,,,,課税仕入 10%,,1900,172,現金,,,,対象外,,1900,0,コクヨ 事務用品,,,簡単入力,No
281,2025/06/27,未払金,ｱﾒﾘｶﾝEX,,,対象外,,389500,0,普通預金,三井住友BK,,,対象外,,492600,0,ｱﾒﾘｶﾝEX ｶｰﾄﾞ引落し,,,振替伝票,No
282,2025/06/27,未払金,VISA,,,対象外,,332400,0,普通預金,三井住友BK,,,対象外,,272800,0,VISAﾋｷｵﾄｼ,,,振替伝票,No
199,2025/06/28,普通預金,三井住友BK,,,対象外,,550600,0,売掛金,,,,対象外,,550600,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
